Date,Open,High,Low,Close,Adj Close,Volume
2023-09-11,10.650000,11.550000,10.450000,11.300000,11.300000,630535186
2023-09-12,11.400000,11.500000,10.300000,10.500000,10.500000,475634589
2023-09-13,10.500000,11.200000,10.300000,11.000000,11.000000,262788174
2023-09-14,11.100000,11.200000,10.700000,10.900000,10.900000,111299731
2023-09-15,11.000000,11.950000,10.900000,11.700000,11.700000,525814217
2023-09-18,12.500000,12.500000,10.800000,10.900000,10.900000,449336113
2023-09-20,10.950000,11.400000,10.850000,11.000000,11.000000,164487454
2023-09-21,10.950000,11.200000,10.600000,10.850000,10.850000,177823721
2023-09-22,10.900000,11.650000,10.650000,11.300000,11.300000,298308392
2023-09-25,11.350000,11.500000,11.050000,11.300000,11.300000,162564918
2023-09-26,11.400000,12.200000,11.300000,12.100000,12.100000,507001428
2023-09-27,12.150000,12.450000,11.850000,12.000000,12.000000,354380384
